rank,relevance_score,score_breakdown,phone_whatsapp,wa_verified,school_name,city,country,segment,lpr_name,lpr_instagram,school_instagram,website,lpr_status,hook,scale_score,ig_followers,branches,source_url,source
,33.0,scale0.0|reach30|pers3,+77073334233,true,Апельсинка,Актау,KZ,other,,,@apelsinka_aktau,,C,,0,,,https://apelsinka.inaktau.kz/,wa_link
,33.0,scale0.0|reach30|pers3,+77711127704,true,ПК Программист,Актобе,KZ,other,,,,https://www.programmist.kz,C,,0,,,https://www.programmist.kz/,wa_link
,33.0,scale0.0|reach30|pers3,+77084177425,true,Robotix Kazakhstan,Актобе,KZ,other,,,@robotixaktobe,,C,,0,,,https://robotixkz.orgs.biz/,wa_link
,33.0,scale0.0|reach30|pers3,+77072319495,true,ВСЕЗНАЙКА,Алматы,KZ,other,,,@vseznaika_almaty,https://vseznaika.kz,C,,0,,,https://vseznaika.kz/,wa_link
,33.0,scale0.0|reach30|pers3,+77759986651,true,Montessori School,Атырау,KZ,other,,,@montessorischool.atyrau,https://montessorischool.kz/,C,,0,,,https://montessorischool.kz/,wa_link
,33.0,scale0.0|reach30|pers3,+996770744477,true,GeekTech,Бишкек,KG,other,,,@geektech__kg,,C,,0,,,https://bishkek.adresa-telefony.ru/geektech-102065.html,wa_link
,33.0,scale0.0|reach30|pers3,+996500664993,true,Pro Kids,Бишкек,KG,other,,,,,C,,0,,,https://bishkek.bebeshka.info/bishkek/pro-kids-1243852/,wa_link
,33.0,scale0.0|reach30|pers3,+77786007799,true,Geron,Павлодар,KZ,other,,,,,C,,0,,,https://taplink.cc/centre_geron,wa_link
,32.9,scale12.9|reach14|pers6,+77024899559,false,GENOM,Алматы,KZ,other,,,@genom.club,https://genom.club,C,"школа ментальной арифметики и скорочтения, онлайн-тренажёр (5000+ детей ежедневно)",3,,,https://genom.club/,tel_link
,32.9,scale12.9|reach14|pers6,+77011201531,false,ISMA (ментальная арифметика),Астана,KZ,other,,,@isma_astana_official,https://ismakz.com,C,"международная сеть школ ментальной арифметики, филиал в Астане",3,,,https://ismakz.com/ru/contacts,site_text
,32.9,scale12.9|reach14|pers6,+77472377773,false,Smartum,Тараз,KZ,other,,,@smartum_taraz,https://smartum.com.kz,C,"академия ментальной арифметики и мегапамяти, 2 центра в Таразе",3,,2,https://smartum.com.kz/taraz_subdomain/contacts/taraz/,tel_link
,32.9,scale12.9|reach14|pers6,+77772796962,false,Smartum,Уральск,KZ,other,,,@smartum_kz_,https://smartum.com.kz,C,"академия ментальной арифметики Smartum, 2 центра в Уральске",3,,2,https://smartum.com.kz/our-centers/uralsk_/,tel_link
,32.9,scale12.9|reach14|pers6,+77761170337,false,Smartum Шымкент,Шымкент,KZ,other,,,@smartum_kz_,https://smartum.com.kz,C,сеть из 2 филиалов,3,,2,https://smartum.com.kz/shimkent_subdomain/contacts/shimkent/,tel_link
,28.6,scale8.6|reach14|pers6,+77754567350,false,ROBOTEK (школа робототехники),Астана,KZ,other,,,@robotek.kz,https://robotek.kz,C,"школа робототехники в Астане, обучает с 2014 года (LEGO WeDo/Mindstorms)",2,,,https://robotek.kz/,tel_link
,28.6,scale8.6|reach14|pers6,+77059262125,false,Astrobot (школа робототехники),Астана,KZ,other,,,@astrobot.kz,https://astrobot.kz,C,"робототехника, программирование и 3D-печать для детей 5-16 лет",2,,,https://astrobot.kz/ru,site_text
,28.6,scale8.6|reach14|pers6,+77012556749,false,Альтаир,Караганда,KZ,other,,,@altair_karaganda,https://altair2001.org,C,25 лет на рынке,2,,,https://www.altair2001.org/pages/contact-us?origin=topnav,site_text
,28.6,scale8.6|reach14|pers6,+77017643873,false,Personal,Караганда,KZ,other,,,@personal_kursy_krg,https://personal24.kz,C,27 лет на рынке,2,,,https://personal24.kz/karaganda,site_text
,28.6,scale8.6|reach14|pers6,+77758338825,false,Эрудит kids,Павлодар,KZ,other,,,@erudit_kids.pvl,,C,сеть из 2 филиалов,2,,2,https://pavlodar.spravka.kz/nauka-i-obrazovanie/uchebnye-centry,site_text
,27.2,scale17.2|reach4|pers6,+996708007555,false,IQ007 Бишкек,Бишкек,KG,other,,,,https://iq007.ru,C,лицензия,4,,,https://iq007.ru/citylist/bishkek,tel_link
,25.6,scale8.6|reach14|pers3,+77053061123,false,Mega Kids,Актау,KZ,other,,,,,C,,2,,,https://aktau.spravker.ru/detskie-razvivaiushchie/,site_text
,25.6,scale8.6|reach14|pers3,+77752064345,false,KIBERone,Актау,KZ,other,,,,,C,,2,,,https://aktau.spravker.ru/detskie-razvivaiushchie/,site_text
,25.6,scale8.6|reach14|pers3,+77084309262,false,Роботрек Актау,Актау,KZ,other,,,,,C,,2,,,https://aktau.spravker.ru/detskie-razvivaiushchie/,site_text
,25.6,scale8.6|reach14|pers3,+77014429559,false,IQ007 Актау,Актау,KZ,other,,,,,C,,2,,,https://aktau.spravker.ru/detskie-razvivaiushchie/,site_text
,25.6,scale8.6|reach14|pers3,+77007877787,false,ISMA Актобе,Актобе,KZ,other,,,@isma.kerimai,https://ismakz.com,C,,2,,,https://ismakz.com/,site_text
,25.6,scale8.6|reach14|pers3,+77079085229,false,Smartum Актобе,Актобе,KZ,other,,,@smartum_kz_,https://smartum.com.kz,C,,2,,,https://smartum.com.kz/aktobe_subdomain/kz/,tel_link
,25.6,scale8.6|reach14|pers3,+77023220303,false,UCMAS Kazakhstan Актобе,Актобе,KZ,other,,,,,C,,2,,,https://lyubimiigorod.ru/aktobe/companies/13865,tel_link
,25.6,scale8.6|reach14|pers3,+77475675626,false,KIBERone Актобе,Актобе,KZ,other,,,,,C,,2,,,https://aktobe.spravker.ru/detskie-razvivaiushchie/,site_text
,25.6,scale8.6|reach14|pers3,+77710393998,false,Obrain,Актобе,KZ,other,,,,,C,,2,,,https://lyubimiigorod.ru/aktobe/companies/13865,tel_link
,25.6,scale8.6|reach14|pers3,+77472425253,false,Obrain (Айтеке Би),Актобе,KZ,other,,,,,C,,2,,,https://lyubimiigorod.ru/aktobe/companies/13865,tel_link
,25.6,scale8.6|reach14|pers3,+77056768807,false,FasTracKids Актобе,Актобе,KZ,other,,,,,C,,2,,,https://aktobe.spravker.ru/detskie-razvivaiushchie/,site_text
,25.6,scale8.6|reach14|pers3,+77781193031,false,ISMA Караганда (ментальная арифметика),Караганда,KZ,other,,,,https://ismakz.com,C,,2,,,https://ismakz.com/ru/contacts,site_text
,25.6,scale8.6|reach14|pers3,+77779230252,false,ISMA,Костанай,KZ,other,,,@isma_kostanay,https://ismakz.com,C,,2,,,https://ismakz.com/ru/contacts,site_text
,25.6,scale8.6|reach11|pers6,+77773826540,false,АзБуКа,Усть-Каменогорск,KZ,other,,,,,C,Учебный центр (2 адреса),2,,,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,25.6,scale8.6|reach11|pers6,+77771530757,false,Учцентр АзБуКа,Усть-Каменогорск,KZ,other,,,,,C,"Учебный центр, филиал на Назарбаева 59",2,,,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,25.6,scale8.6|reach11|pers6,+77778520098,false,UP-Grade,Усть-Каменогорск,KZ,other,,,@up_grade_uk,,C,"Курсы профессий (70 направлений), рассрочка Kaspi",2,9044,2,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,25.6,scale8.6|reach14|pers3,+77710723026,false,IT STEP,Усть-Каменогорск,KZ,other,,,@itstep.ust_kamenogorsk,https://uka.itstep.org/,C,,2,,,https://uka.itstep.org/ru/contacts,tel_link
,25.6,scale8.6|reach14|pers3,+77071502230,false,ISMA,Шымкент,KZ,other,,,@shymkent.isma,https://ismakz.com,C,,2,,,https://ismakz.com/ru/contacts,site_text
,24.3,scale4.3|reach14|pers6,+77777157535,false,RobotX,Алматы,KZ,other,,,@robotx.kz,https://robotx.kz,C,курсы робототехники для детей 7-15 лет,1,,,https://www.robotx.kz/,tel_link
,24.3,scale4.3|reach14|pers6,+77475070705,false,Bala Land,Алматы,KZ,other,,,@bala_land_center,http://bala-land.kz,C,детский центр развития,1,,,http://bala-land.kz/,site_text
,24.3,scale4.3|reach14|pers6,+77017883816,false,Монтессори-класс,Алматы,KZ,other,,,,http://montessori-almaty.kz,C,один из первых Монтессори-центров в Алматы (с 2005 года),1,,,http://www.montessori-almaty.kz/,site_text
,24.3,scale4.3|reach14|pers6,+77016092552,false,Bambi,Астана,KZ,other,,,@bambi_official.kz,https://bambi-astana.kz,C,"детский образовательный центр развития на правом берегу Астаны, подготовка к школе",1,,,https://bambi-astana.kz/,site_text
,24.3,scale4.3|reach14|pers6,+77761777709,false,Знатоки,Усть-Каменогорск,KZ,other,,,@znatokiclub,http://znatokiclub.kz/,C,10 лет на рынке,1,,,http://znatokiclub.kz/,site_text
,24.2,scale17.2|reach4|pers3,+996708880141,false,KIBERone Бишкек,Бишкек,KG,other,,,@bishkek.kiber.one,https://kiber-one.kg,C,,4,,,https://kiber-one.kg/,tel_link
,22.6,scale8.6|reach11|pers3,+77071023562,false,A-Pro Academy,Атырау,KZ,other,,,,,C,,2,,,https://atyrau.spravker.ru/detskie-razvivaiushchie/,catalog
,22.6,scale8.6|reach11|pers3,+77084207006,false,Исма,Атырау,KZ,other,,,,,C,,2,,,https://atyrau.spravker.ru/detskie-razvivaiushchie/,catalog
,22.6,scale8.6|reach11|pers3,+77753506895,false,Znamus,Атырау,KZ,other,,,,,C,,2,,,https://atyrau.spravker.ru/detskie-razvivaiushchie/,catalog
,22.6,scale8.6|reach11|pers3,+77051943883,false,Эи Дети,Атырау,KZ,other,,,,,C,,2,,,https://atyrau.spravker.ru/detskie-razvivaiushchie/,catalog
,22.6,scale8.6|reach11|pers3,+77766963232,false,Ucmas,Кызылорда,KZ,other,,,,,C,,2,,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog
,20.0,scale0.0|reach14|pers6,+77017121216,false,IKIDS,Алматы,KZ,other,,,,http://ikidskz.kz,C,детский центр раннего развития,0,,,http://ikidskz.kz/,tel_link
,20.0,scale0.0|reach14|pers6,+77019626383,false,ПК Плюс,Уральск,KZ,other,,,,,C,центр информационных технологий (IT-курсы) в Уральске,0,,,https://uralsk.spravka.kz/nauka-i-obrazovanie/uchebnye-centry,site_text
,20.0,scale0.0|reach14|pers6,+77767017101,false,A-Study,Уральск,KZ,other,,,,,C,учебный центр A-Study в Уральске,0,,,https://uralsk.spravka.kz/nauka-i-obrazovanie/uchebnye-centry,site_text
,17.0,scale0.0|reach14|pers3,+77020001429,false,Teren Oi,Атырау,KZ,other,,,@terenoi.atyrau,https://terenoi.kz,C,,0,,,http://terenoi.kz/,site_text
,17.0,scale0.0|reach14|pers3,+77715053192,false,Infano,Костанай,KZ,other,,,@infano.kost,,C,,0,,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text
,17.0,scale0.0|reach14|pers3,+77081912957,false,Reality,Павлодар,KZ,other,,,@reality_educentre,,C,,0,,,https://pavlodar.spravka.kz/nauka-i-obrazovanie/uchebnye-centry,site_text
,17.0,scale0.0|reach11|pers6,+77772506482,false,Boom Kids,Усть-Каменогорск,KZ,other,,,,,C,Детский развивающий центр,0,,,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,17.0,scale0.0|reach11|pers6,+77085210278,false,Кениж,Усть-Каменогорск,KZ,other,,,,,C,Детско-юношеский учебный центр,0,,,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,17.0,scale0.0|reach11|pers6,+77755195702,false,Tiamo,Усть-Каменогорск,KZ,other,,,,,C,Детский развивающий центр,0,,,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,17.0,scale0.0|reach11|pers6,+77074382704,false,Дарынды бала,Усть-Каменогорск,KZ,other,,,,,C,Детский образовательный центр,0,,,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,17.0,scale0.0|reach11|pers6,+77076482330,false,Специалист,Усть-Каменогорск,KZ,other,,,,,C,Учебный центр,0,,,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,17.0,scale0.0|reach11|pers6,+77776402299,false,Miras,Усть-Каменогорск,KZ,other,,,,,C,Учебный центр,0,,,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,17.0,scale0.0|reach11|pers6,+77054440170,false,Novo Profi,Усть-Каменогорск,KZ,other,,,,,C,Учебный центр,0,,,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,17.0,scale0.0|reach11|pers6,+77773281139,false,Альзас,Усть-Каменогорск,KZ,other,,,,,C,Учебный центр,0,,,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,17.0,scale0.0|reach11|pers6,+77777648933,false,Мята,Усть-Каменогорск,KZ,other,,,,,C,Учебный центр,0,,,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,17.0,scale0.0|reach11|pers6,+77470224720,false,Lider,Усть-Каменогорск,KZ,other,,,,,C,Учебный центр,0,,,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,17.0,scale0.0|reach11|pers6,+77783007793,false,Dostyq,Усть-Каменогорск,KZ,other,,,,,C,Учебный центр,0,,,https://ust-kamenogorsk.spravker.ru/uchebnyie-tsentryi/,catalog
,17.0,scale0.0|reach14|pers3,+77775434329,false,Ромашкино,Усть-Каменогорск,KZ,other,,,,https://romashkino.kz/,C,,0,,,https://romashkino.kz/kontakty,site_text
,14.0,scale0.0|reach11|pers3,+77010708470,false,Best Kids,Атырау,KZ,other,,,,https://bestkids.kz,C,,0,,,https://atyrau.spravker.ru/detskie-razvivaiushchie/,catalog
,14.0,scale0.0|reach11|pers3,+77774478899,false,Goodwill,Усть-Каменогорск,KZ,other,,,,http://goodwillclub.kz/,C,,0,,,https://yk.kz/abcinfo/cz/czentryi-detskogo-tvorchestva/,catalog
,11.3,scale4.3|reach4|pers3,+996999900542,false,GeekBrains Кыргызстан,Бишкек,KG,other,,,@geekbrains.kg,https://geekbrains.kg,C,,1,,,https://geekbrains.kg/contacts/,tel_link
,7.0,scale0.0|reach4|pers3,+77132417549,false,Умная пчелка,Актобе,KZ,other,,,@umnaya_pchelka_aktobe,,C,,0,,,https://lyubimiigorod.ru/aktobe/companies/13865,tel_link
,7.0,scale0.0|reach4|pers3,+996550512231,false,Развивайка,Бишкек,KG,other,,,@razvivaikabishkek,https://children.kg,C,,0,,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link
,7.0,scale0.0|reach4|pers3,+996701178880,false,Академия роста,Бишкек,KG,other,,,,https://rost.kg,C,,0,,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link
,7.0,scale0.0|reach4|pers3,+77182781115,false,Зерек,Павлодар,KZ,other,,,@zerek_01,,C,,0,,,https://pavlodar.spravka.kz/nauka-i-obrazovanie/uchebnye-centry,site_text
